processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_b7uUrs,JH_HIT,3086_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:07:30,,,,https://www.dropbox.com/s/ilucyma3a3ccwqo/3086_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_2VEliR,JH_HIT,3086_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:07:30,,,,https://www.dropbox.com/s/ilucyma3a3ccwqo/3086_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_MoVUql,JH_HIT,3087_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:09:23,,,,https://www.dropbox.com/s/048ednl0590igen/3087_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_fgnXa0,JH_HIT,3087_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:09:23,,,,https://www.dropbox.com/s/048ednl0590igen/3087_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_pg-GZg,JH_HIT,3088_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:10:43,,,,https://www.dropbox.com/s/oygkp4up05svm2h/3088_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_JOAaKh,JH_HIT,3088_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:10:43,,,,https://www.dropbox.com/s/oygkp4up05svm2h/3088_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_4ZsHtR,JH_HIT,3089_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:13:15,,,,https://www.dropbox.com/s/n3e6p4eh377xpiq/3089_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_zX6IE4,JH_HIT,3089_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:13:15,,,,https://www.dropbox.com/s/n3e6p4eh377xpiq/3089_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_09k9wZ,JH_HIT,3090_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:15:59,,,,https://www.dropbox.com/s/rkw3650pcj13gmp/3090_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_MWVs3l,JH_HIT,3090_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:15:59,,,,https://www.dropbox.com/s/rkw3650pcj13gmp/3090_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_CEMVkA,JH_HIT,3091_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:17:12,,,,https://www.dropbox.com/s/j4vwb56u8l8czfe/3091_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_nxBBv8,JH_HIT,3091_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:17:12,,,,https://www.dropbox.com/s/j4vwb56u8l8czfe/3091_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_1ESo6M,JH_HIT,3092_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:18:31,,,,https://www.dropbox.com/s/3qsjwnikgehvp7t/3092_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_7d4era,JH_HIT,3092_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:18:31,,,,https://www.dropbox.com/s/3qsjwnikgehvp7t/3092_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_5GrhhK,JH_HIT,3093_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:19:43,,,,https://www.dropbox.com/s/x9xuvr9f8su97sv/3093_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_RWdzh5,JH_HIT,3093_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:19:43,,,,https://www.dropbox.com/s/x9xuvr9f8su97sv/3093_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_XcmzzY,JH_HIT,3094_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:24:24,,,,https://www.dropbox.com/s/07m2yf5sympw36d/3094_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_uwQSHm,JH_HIT,3094_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:24:24,,,,https://www.dropbox.com/s/07m2yf5sympw36d/3094_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_iJeing,JH_HIT,3095_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:30:24,,,,https://www.dropbox.com/s/makuul9g7o78irh/3095_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_OzxXr7,JH_HIT,3095_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:30:24,,,,https://www.dropbox.com/s/makuul9g7o78irh/3095_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_WD3R2p,JH_HIT,3096_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:31:54,,,,https://www.dropbox.com/s/1i54i8hxjl1t8s3/3096_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_Lyj4Jk,JH_HIT,3096_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:31:54,,,,https://www.dropbox.com/s/1i54i8hxjl1t8s3/3096_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_Dx7NYZ,JH_HIT,3097_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:33:13,,,,https://www.dropbox.com/s/1cqh7z0iuti8v4u/3097_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_XyAXP-,JH_HIT,3097_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:33:13,,,,https://www.dropbox.com/s/1cqh7z0iuti8v4u/3097_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_3YJCZ1,JH_HIT,3098_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:34:45,,,,https://www.dropbox.com/s/7prvjs5rb6c1rh8/3098_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_NUZ0xR,JH_HIT,3098_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:34:45,,,,https://www.dropbox.com/s/7prvjs5rb6c1rh8/3098_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
